Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.BufferLine.substring",,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.OneLiner",,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,1,,,,14,,,2,10,5,,,,7,2,0,4,6,1,,,5,,,3,3,3,1,1,,,,,0,,1,0,,,0.36,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.close",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,5,,,1,2,4,,,,1,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0.80,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.getEofStr",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.getState",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.hasMoreElements",,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,3,,,1,1,3,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.nextElement",,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,0,,,,10,,,4,5,5,,,,6,2,0,4,6,2,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.nextLine",,,,,,,,,,,,,,,,,,,,,,,,,,,9,91,,,,8,,,,68,,,5,55,18,,,,15,101,2,34,45,4,,,41,,,14,11,18,3,14,,,,,3,,4,3,,,0.26,14,11,18,3
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.setState",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.chain",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,3,,,1,1,6,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,,,,3,,,,18,,,4,15,6,,,,10,2,0,8,10,5,,,5,,,4,4,4,1,0,,,,,0,,1,0,,,0.33,4,4,4,1
Private Method,"org.apache.tools.ant.taskdefs.FixCRLF.processFile",,,,,,,,,,,,,,,,,,,,,,,,,,,12,44,,,,3,,,,40,,,8,32,1,,,,13,28,1,19,26,8,,,18,,,10,10,11,1,1,,,,,0,,3,0,,,0.03,10,10,11,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setCr",,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,,,,0,,,,15,,,3,12,14,,,,5,3,0,8,11,3,,,8,,,3,3,3,1,2,,,,,0,,1,0,,,0.93,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setDestdir",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setEncoding",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setEof",,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,0,,,,3,,,1,1,10,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setEol",,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,3,,,1,1,11,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setFile",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setFixlast",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setJavafiles",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setOutputEncoding",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setPreserveLastModified",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setSrcdir",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setTab",,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,0,,,,3,,,1,1,10,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.FixCRLF.setTablength",,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,7,,,1,4,8,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1.14,2,2,2,1
Private Method,"org.apache.tools.ant.taskdefs.FixCRLF.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,7,35,,,,0,,,,33,,,1,23,2,,,,6,120,2,8,17,1,,,16,,,9,9,9,1,0,,,,,0,,2,0,,,0.06,9,9,9,1
Public Class,"org.apache.tools.ant.taskdefs.GUnzip",2,2,2,1,17,0,11,6,1,3,3,0,,0,2,,,,3,0,3,54,0,0,3,0,,68,,,,4,,,,37,,,12,27,27,,,,,,,21,27,12,,,15,,,,,,,,4,4,4,1,,4,3,,0,0,0.73,6,6,6,3
Protected Method,"org.apache.tools.ant.taskdefs.GUnzip.extract",,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,,,,1,,,,27,,,7,23,3,,,,11,3,0,17,20,7,,,13,,,4,4,4,1,1,,,,,0,,3,0,,,0.11,4,4,4,1
Protected Method,"org.apache.tools.ant.taskdefs.GUnzip.getDefaultExtension",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.GUnzip.supportsNonFileResources",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,3,,,1,1,11,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.GZip",1,1,1,1,14,0,7,7,1,2,2,0,,0,0,,,,2,0,2,54,0,0,2,0,,40,,,,1,,,,17,,,5,10,22,,,,,,,7,11,5,,,6,,,,,,,,2,2,2,1,,4,1,,0,0,1.29,3,3,3,2
Protected Method,"org.apache.tools.ant.taskdefs.GZip.pack",,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,0,,,,12,,,3,9,3,,,,6,2,0,6,8,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,0.25,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.GZip.supportsNonFileResources",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,3,,,1,1,11,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.GenerateKey",2,2,2,1,17,1,10,5,1,5,5,0,,0,0,,,,13,12,13,52,0,0,0,13,,392,,,,56,,,,209,,,50,124,127,,,,,,,111,158,51,,,107,,,,,,,,15,15,16,1,,3,1,,83,83,0.61,32,32,33,13
Public Static Class,"org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName",2,2,2,1,18,2,10,5,1,1,1,0,,0,0,,,,4,1,4,4,0,0,0,4,,82,,,,14,,,,43,,,14,29,25,,,,,,,27,36,15,,,21,,,,,,,,3,3,3,1,,1,2,,25,25,0.58,8,8,8,4
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName.createParam",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,1,,,,5,,,2,3,4,,,,2,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.80,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName.encode",,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,,,,6,,,,16,,,4,12,7,,,,5,3,0,10,13,4,,,9,,,3,3,3,1,1,,,,,0,,1,0,,,0.44,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName.getParams",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,,,,3,,,,16,,,5,12,7,,,,8,3,0,12,15,6,,,9,,,3,3,3,1,0,,,,,0,,2,0,,,0.44,3,3,3,1
Public Static Class,"org.apache.tools.ant.taskdefs.GenerateKey.DnameParam",1,1,1,1,7,0,3,4,1,0,0,0,,0,0,,,,4,2,4,4,0,0,0,4,,40,,,,4,,,,16,,,7,4,20,,,,,,,6,11,7,,,4,,,,,,,,1,1,1,1,,1,0,,50,50,1.25,4,4,4,4
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DnameParam.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DnameParam.getValue",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DnameParam.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.DnameParam.setValue",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.createDname",,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0,,,,12,,,1,8,7,,,,3,4,1,4,7,1,,,6,,,3,3,3,1,0,,,,,0,,1,0,,,0.58,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,12,102,,,,19,,,,79,,,4,63,4,,,,13,16384,4,48,63,4,,,59,,,15,15,16,1,1,,,,,0,,1,0,,,0.05,15,15,16,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setAlias",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setDname",,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,7,,,1,4,5,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.71,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setKeyalg",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setKeypass",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setKeysize",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,7,,,1,4,7,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1.00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setKeystore",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setSigalg",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setStorepass",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setStoretype",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setValidity",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,7,,,1,4,6,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.86,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.GenerateKey.setVerbose",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.Get",2,2,2,1,18,0,10,7,1,14,14,0,,0,7,,,,18,12,18,57,0,1,0,17,,762,,,,78,,,,449,,,126,290,238,,,,,,,210,305,119,,,186,,,,,,,,12,12,12,7,,3,4,,87,83,0.53,46,46,52,26
Protected Static Class,"org.apache.tools.ant.taskdefs.Get.Base64Converter",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,2,0,0,0,0,,6,,,,0,,,,3,,,2,0,3,,,,,,,0,1,1,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,1.00,0,0,0,0
Public Interface,"org.apache.tools.ant.taskdefs.Get.DownloadProgress",0,0,0,0,0,0,0,0,0,0,0,2,,0,0,,,,3,0,3,3,3,0,0,0,,17,,,,2,,,,5,,,4,0,10,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,2.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.Get.DownloadProgress.beginDownload",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,1,,,1,0,3,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.Get.DownloadProgress.endDownload",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,1,,,1,0,3,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.Get.DownloadProgress.onTick",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,1,,,1,0,4,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Private Class,"org.apache.tools.ant.taskdefs.Get.GetThread",4,4,5,2,26,1,20,4,1,7,7,0,,0,0,,,,9,13,9,9,3,5,0,1,,267,,,,26,,,,202,,,47,139,39,,,,,,,96,135,43,,,92,,,,,,,,12,12,18,7,,2,3,,70,54,0.19,40,40,51,23
Constructor,"org.apache.tools.ant.taskdefs.Get.GetThread.GetThread",,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,0,,,,9,,,2,6,0,,,,7,1,0,6,7,1,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.apache.tools.ant.taskdefs.Get.GetThread.closeStreams",,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,8,,,1,5,4,,,,5,2,0,4,6,1,,,5,,,2,2,3,1,0,,,,,0,,1,0,,,0.50,2,2,3,1
Private Method,"org.apache.tools.ant.taskdefs.Get.GetThread.downloadFile",,,,,,,,,,,,,,,,,,,,,,,,,,,12,47,,,,2,,,,39,,,5,28,6,,,,16,27,1,21,29,5,,,24,,,7,7,8,5,4,,,,,4,,2,4,,,0.15,7,7,8,5
Private Method,"org.apache.tools.ant.taskdefs.Get.GetThread.get",,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,5,,,,12,,,2,7,3,,,,5,3,0,5,8,2,,,6,,,3,3,4,1,1,,,,,0,,1,0,,,0.25,3,3,4,1
Private Method,"org.apache.tools.ant.taskdefs.Get.GetThread.openConnection",,,,,,,,,,,,,,,,,,,,,,,,,,,16,86,,,,4,,,,61,,,13,46,21,,,,16,112,2,27,38,12,,,26,,,12,12,18,7,11,,,,,10,,3,10,,,0.34,12,12,18,7
Private Method,"org.apache.tools.ant.taskdefs.Get.GetThread.redirectionAllowed",,,,,,,,,,,,,,,,,,,,,,,,,,,9,30,,,,3,,,,27,,,5,21,0,,,,6,7,1,10,15,3,,,12,,,5,5,7,5,4,,,,,4,,2,4,,,0.00,5,5,7,5
Public Method,"org.apache.tools.ant.taskdefs.Get.GetThread.run",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,1,6,0,,,,4,3,0,3,5,1,,,4,,,3,3,3,1,3,,,,,0,,1,0,,,0.00,3,3,3,1
Private Method,"org.apache.tools.ant.taskdefs.Get.GetThread.updateTimeStamp",,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,0,,,,13,,,3,9,0,,,,4,4,1,4,7,3,,,4,,,4,4,4,1,0,,,,,0,,1,0,,,0.00,4,4,4,1
Method,"org.apache.tools.ant.taskdefs.Get.GetThread.wasSuccessful",,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,9,,,1,5,5,,,,1,4,1,3,6,1,,,5,,,3,3,3,1,0,,,,,0,,1,0,,,0.56,3,3,3,1
Public Static Class,"org.apache.tools.ant.taskdefs.Get.NullProgress",1,1,1,1,6,0,2,3,2,0,0,0,,0,0,,,,3,0,3,3,0,0,0,3,,30,,,,5,,,,8,,,4,0,17,,,,,,,0,4,4,,,0,,,,,,,,1,1,1,1,,1,0,,0,0,2.13,3,3,3,3
Public Method,"org.apache.tools.ant.taskdefs.Get.NullProgress.beginDownload",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,1,,,,2,,,1,0,3,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.NullProgress.endDownload",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,1,,,,2,,,1,0,3,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.NullProgress.onTick",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,0,,,,2,,,1,0,4,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Static Class,"org.apache.tools.ant.taskdefs.Get.VerboseProgress",1,1,1,1,7,0,4,3,2,1,1,0,,0,0,,,,4,2,4,4,0,0,0,4,,44,,,,4,,,,21,,,7,9,19,,,,,,,9,15,7,,,8,,,,,,,,2,2,2,1,,1,1,,37,37,0.90,5,5,5,4
Public Constructor,"org.apache.tools.ant.taskdefs.Get.VerboseProgress.VerboseProgress",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.VerboseProgress.beginDownload",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,0,,,,3,,,1,1,3,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.VerboseProgress.endDownload",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,4,,,1,2,3,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.75,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.VerboseProgress.onTick",,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,7,,,1,4,4,,,,3,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.57,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Get.add",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.add",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.Get.checkAttributes",,,,,,,,,,,,,,,,,,,,,,,,,,,5,37,,,,4,,,,30,,,2,21,3,,,,12,96,2,9,16,3,,,13,,,8,8,12,1,0,,,,,0,,2,0,,,0.10,8,8,12,1
Public Method,"org.apache.tools.ant.taskdefs.Get.createMapper",,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,,,0,,,,8,,,1,5,6,,,,6,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.75,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Get.doGet",,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,,,,0,,,,11,,,5,7,15,,,,8,2,0,8,9,5,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,1.36,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Get.doGet",,,,,,,,,,,,,,,,,,,,,,,,,,,12,75,,,,7,,,,49,,,10,37,19,,,,17,61,2,23,32,6,,,26,,,9,9,11,3,3,,,,,2,,2,2,,,0.39,9,9,11,3
Public Method,"org.apache.tools.ant.taskdefs.Get.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,11,63,,,,4,,,,52,,,11,41,7,,,,20,55,2,27,38,12,,,26,,,12,12,12,7,11,,,,,11,,4,10,,,0.13,12,12,12,7
Public Method,"org.apache.tools.ant.taskdefs.Get.setDest",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.setHttpUseCaches",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,3,,,1,1,10,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.setIgnoreErrors",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Get.setMaxTime",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,3,,,1,1,6,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
