validateConfiguration: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:28
hexToBytes: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:42
hashCode: KSMetaData.java: src.java.org.apache.cassandra.config Diff:1
maybeArchive: CommitLogArchiver.java: src.java.org.apache.cassandra.db.commitlog Diff:3
isValid: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:108
toInt: PropertyDefinitions.java: src.java.org.apache.cassandra.cql3 Diff:2
doVerb: StreamReplyVerbHandler.java: src.java.org.apache.cassandra.streaming Diff:16
getConcurrentReaders: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
getDynamicUpdateInterval: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
computeNext: KeyIterator.java: src.java.org.apache.cassandra.io.sstable Diff:5
validateKeyRange: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:22
toString: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:32
getAsToken: Term.java: src.java.org.apache.cassandra.cql3 Diff:8
maybeSwitchMemtable: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:77
getMinimalKey: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:10
getReplicationStrategy: Table.java: src.java.org.apache.cassandra.db Diff:73
getCommandCompletedTasks: MessagingService.java: src.java.org.apache.cassandra.net Diff:73
computeExpireTime: Gossiper.java: src.java.org.apache.cassandra.gms Diff:213
getPosition: MemoryInputStream.java: src.java.org.apache.cassandra.io.util Diff:2
shouldPurge: CompactionController.java: src.java.org.apache.cassandra.db.compaction Diff:3
calculateNaturalEndpoints: SimpleStrategy.java: src.java.org.apache.cassandra.locator Diff:7
reloadConfiguration: PropertyFileSnitch.java: src.java.org.apache.cassandra.locator Diff:14
setTimeout: TCustomSocket.java: src.java.org.apache.cassandra.thrift Diff:2
toThrift: KSMetaData.java: src.java.org.apache.cassandra.config Diff:12
printColumnFamilyStats: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:107
register: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:87
executeConnect: CliClient.java: src.java.org.apache.cassandra.cli Diff:204
create: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:4
write: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:21
markReferenced: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:121
multiRangeSlice: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:63
validateSchemaIsSettled: CliClient.java: src.java.org.apache.cassandra.cli Diff:237
updateColumnsLimit: NamesQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:12
sync: CompressedSequentialWriter.java: src.java.org.apache.cassandra.io.compress Diff:1
setupKeyspace: ClientOnlyExample.java: examples.client_only.src Diff:25
close: AbstractSSTableSimpleWriter.java: src.java.org.apache.cassandra.io.sstable Diff:7
columnCount: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:27
activateNextSegment: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:28
getSSTablesPerReadHistogram: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:109
getLocalDeletionTime: DeletedColumn.java: src.java.org.apache.cassandra.db Diff:2
getTempSSTablePath: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:65
sstableLister: Directories.java: src.java.org.apache.cassandra.db Diff:3
getIndexName: KeysIndex.java: src.java.org.apache.cassandra.db.index.keys Diff:27
execute: ModificationStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:3
onRemove: MigrationManager.java: src.java.org.apache.cassandra.service Diff:3
appendEndpointState: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:14
writeJSON: SSTableExport.java: src.java.org.apache.cassandra.tools Diff:64
validateIndexClauses: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:19
addCounter: RowMutation.java: src.java.org.apache.cassandra.db Diff:20
size: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:14
read: IncomingStreamReader.java: src.java.org.apache.cassandra.streaming Diff:4
doVerb: ReadRepairVerbHandler.java: src.java.org.apache.cassandra.db Diff:11
requestRanges: StreamIn.java: src.java.org.apache.cassandra.streaming Diff:11
getName: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:1
getThriftMaxMessageLength: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:62
validateOptions: NetworkTopologyStrategy.java: src.java.org.apache.cassandra.locator Diff:39
load: Schema.java: src.java.org.apache.cassandra.config Diff:10
onRestart: StorageService.java: src.java.org.apache.cassandra.service Diff:295
getNextComparator: CompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:4
createSSLContext: SSLFactory.java: src.java.org.apache.cassandra.security Diff:4
getSortedColumns: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:12
getOutputKeyspace: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:14
getPartitioner: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:67
stopCompaction: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:155
getTotalBytes: KeyIterator.java: src.java.org.apache.cassandra.io.sstable Diff:6
computeOldShardMerger: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:52
json: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:27
getIndexName: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:40
removeDeletedStandard: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:87
compare: LexicalUUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:1
getConcurrentCompactors: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
deserialize: Truncation.java: src.java.org.apache.cassandra.db Diff:2
announceMigration: CreateKeyspaceStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:13
serializedSize: ReadCommand.java: src.java.org.apache.cassandra.db Diff:1
sendAll: Gossiper.java: src.java.org.apache.cassandra.gms Diff:184
validateColumn: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:112
getRpcTimeout: StorageProxy.java: src.java.org.apache.cassandra.service Diff:300
extractExpireTime: StorageService.java: src.java.org.apache.cassandra.service Diff:196
prepare_cql_query: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:220
asKSMetadata: KSPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:4
headerLength: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:11
getUnQuotedCqlBlob: Operation.java: tools.stress.src.org.apache.cassandra.stress.util Diff:38
interrupt: TCustomServerSocket.java: src.java.org.apache.cassandra.thrift Diff:4
estimatedKeys: DataTracker.java: src.java.org.apache.cassandra.db Diff:14
authenticate: SimpleAuthenticator.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:16
get: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:44
forceMajorCompaction: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:176
getWeightedQueue: RoundRobinScheduler.java: src.java.org.apache.cassandra.scheduler Diff:2
bufferToString: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:264
getTempSSTablePath: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:66
withDetailsRemoved: Header.java: src.java.org.apache.cassandra.net Diff:4
toString: StreamRequestMessage.java: src.java.org.apache.cassandra.streaming Diff:9
getMutations: BatchStatement.java: src.java.org.apache.cassandra.cql Diff:2
getBackupsDirectory: Directories.java: src.java.org.apache.cassandra.db Diff:3
effectiveOwnership: StorageService.java: src.java.org.apache.cassandra.service Diff:495
getRangeSlice: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:148
snapshotWithoutFlush: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:164
open: TCustomSocket.java: src.java.org.apache.cassandra.thrift Diff:2
logDroppedMessages: MessagingService.java: src.java.org.apache.cassandra.net Diff:63
getColumnByIdxName: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:50
loadFromStorage: DefsTable.java: src.java.org.apache.cassandra.db Diff:31
cloneMe: SuperColumn.java: src.java.org.apache.cassandra.db Diff:2
getRangeSlice: Util.java: test.unit.org.apache.cassandra Diff:10
addAllWithSizeDelta: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:7
setOutputCompressionChunkLength: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:43
isCompactionInteresting: LeveledCompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:1
parseNextComparator: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:9
position: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:8
escapeSQLString: CliUtils.java: src.java.org.apache.cassandra.cli Diff:3
search: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:145
removeColumn: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:12
getSequentialIterator: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:149
main: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:26
doVerb: ReadVerbHandler.java: src.java.org.apache.cassandra.db Diff:18
all: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:179
calculateNaturalEndpoints: NetworkTopologyStrategy.java: src.java.org.apache.cassandra.locator Diff:33
getBytesRead: KeyIterator.java: src.java.org.apache.cassandra.io.sstable Diff:5
response: ReadCallback.java: src.java.org.apache.cassandra.service Diff:23
toString: ReplayPosition.java: src.java.org.apache.cassandra.db.commitlog Diff:4
start: AbstractCassandraDaemon.java: src.java.org.apache.cassandra.service Diff:54
wrapCharArray: Hex.java: src.java.org.apache.cassandra.utils Diff:1
unreference: FreeableMemory.java: src.java.org.apache.cassandra.cache Diff:2
doVerb: ResponseVerbHandler.java: src.java.org.apache.cassandra.net Diff:14
scheduleHintDelivery: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:98
filter: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:159
rp: Util.java: test.unit.org.apache.cassandra Diff:3
bulkLoad: StorageService.java: src.java.org.apache.cassandra.service Diff:567
discardSegment: CommitLogAllocator.java: src.java.org.apache.cassandra.db.commitlog Diff:12
deliverHintsToEndpoint: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:40
getEndpointStateForEndpoint: Gossiper.java: src.java.org.apache.cassandra.gms Diff:118
hasProperty: CFPropDefs.java: src.java.org.apache.cassandra.cql Diff:14
closeSocket: OutboundTcpConnection.java: src.java.org.apache.cassandra.net Diff:1
getNonSystemTables: Schema.java: src.java.org.apache.cassandra.config Diff:1
remove: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:92
getRpcPort: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
getByteBuffer: Term.java: src.java.org.apache.cassandra.cql Diff:6
reverseIterator: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:9
getTotalBytesCompacted: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:148
invalidateCachedRow: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:175
getDrainProgress: StorageService.java: src.java.org.apache.cassandra.service Diff:457
messageLength: OutboundTcpConnection.java: src.java.org.apache.cassandra.net Diff:11
read: IndexScanCommand.java: src.java.org.apache.cassandra.db Diff:7
getPropertyInt: CFPropDefs.java: src.java.org.apache.cassandra.cql Diff:19
getOutputRpcPort: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:33
markCompacted: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:109
getCompressionRatio: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:194
getCommandPendingTasks: MessagingService.java: src.java.org.apache.cassandra.net Diff:68
construct: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:25
getBuckets: EstimatedHistogram.java: src.java.org.apache.cassandra.utils Diff:3
getReduceCacheCapacityTo: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
setInputSlicePredicate: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:6
toString: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:21
apply: CounterMutation.java: src.java.org.apache.cassandra.db Diff:13
reconcile: SuperColumn.java: src.java.org.apache.cassandra.db Diff:5
getLifetimeWriteLatencyHistogramMicros: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:118
getColumn: CliCompiler.java: src.java.org.apache.cassandra.cli Diff:12
close: KeyIterator.java: src.java.org.apache.cassandra.io.sstable Diff:4
indexFor: IndexHelper.java: src.java.org.apache.cassandra.io.sstable Diff:19
sendRR: MessagingService.java: src.java.org.apache.cassandra.net Diff:25
clearUnsafe: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:183
begin: StreamOutSession.java: src.java.org.apache.cassandra.streaming Diff:38
getKeySpace: CliCompiler.java: src.java.org.apache.cassandra.cli Diff:6
delete: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:3
toString: QueryPath.java: src.java.org.apache.cassandra.db.filter Diff:1
unsafeAssassinateEndpoint: Gossiper.java: src.java.org.apache.cassandra.gms Diff:66
waitOnFutures: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:23
thriftToString: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:8
getRack: RackInferringSnitch.java: src.java.org.apache.cassandra.locator Diff:2
write: FileStreamTask.java: src.java.org.apache.cassandra.streaming Diff:30
setCompactionThroughputMbPerSec: StorageService.java: src.java.org.apache.cassandra.service Diff:106
getMinimumCompactionThreshold: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:195
hash64: MurmurHash.java: src.java.org.apache.cassandra.utils Diff:22
interpret: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:21
getColumn: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:11
getByte: FreeableMemory.java: src.java.org.apache.cassandra.cache Diff:2
parseType: CFPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:1
chunkFor: CompressionMetadata.java: src.java.org.apache.cassandra.io.compress Diff:6
addColumnInternal: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:7
toString: DynamicCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:33
getComparator: Schema.java: src.java.org.apache.cassandra.config Diff:1
toString: SSTableScanner.java: src.java.org.apache.cassandra.io.sstable Diff:6
fromSchema: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:32
updateHeartBeat: HeartBeatState.java: src.java.org.apache.cassandra.gms Diff:1
initializeNodeUnsafe: Gossiper.java: src.java.org.apache.cassandra.gms Diff:214
getCompletedTasks: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:153
describe_ring: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:141
getTotalKeysLength: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:2
fromString: TimeUUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:18
onInitialRejection: JMXEnabledThreadPoolExecutor.java: src.java.org.apache.cassandra.concurrent Diff:2
getTypeForComparator: TypesMap.java: src.java.org.apache.cassandra.cql.jdbc Diff:3
getColumnFamilyName: QueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:15
forceBlockingFlush: SystemTable.java: src.java.org.apache.cassandra.db Diff:65
cancel: AbstractCompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:5
openNoValidation: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:11
getColumnFamilyType: Schema.java: src.java.org.apache.cassandra.config Diff:2
getOutputInitialAddress: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:35
getColumnFamilyName: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:11
submitIndexBuild: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:132
printSSTables: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:122
