,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,is_god_class
6843,Public Class,org.apache.cassandra.service.RowRepairResolver,3.0,3.0,3.0,2.0,18.0,1.0,14.0,2.0,1.0,21.0,21.0,0.0,,2.0,0.0,,,,5.0,2.0,7.0,12.0,1.0,0.0,0.0,6.0,,164,20,107,25,65,38,,,,49,76,29,47,,,,,,9.0,9.0,9.0,6.0,,2.0,3,,78.0,78.0,0.36,24,24,24,14,cassandra,False
6851,Public Class,org.apache.cassandra.service.SnapshotVerbHandler,4.0,4.0,4.0,1.0,19.0,0.0,19.0,0.0,2.0,6.0,6.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,40,0,23,5,13,17,,,,8,13,5,8,,,,,,4.0,4.0,4.0,1.0,,1.0,2,,0.0,0.0,0.74,4,4,4,1,cassandra,False
6853,Public Class,org.apache.cassandra.service.SocketSessionManagementService,1.0,1.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,,0.0,2.0,,,,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,,41,5,36,10,15,0,,,,12,20,10,10,,,,,,2.0,2.0,3.0,1.0,,1.0,1,,0.0,0.0,0.0,7,7,8,4,cassandra,False
6858,Public Class,org.apache.cassandra.service.StorageProxy,2.0,2.0,3.0,1.0,20.0,1.0,15.0,3.0,2.0,52.0,52.0,0.0,,23.0,17.0,,,,27.0,1.0,50.0,50.0,2.0,10.0,0.0,38.0,,1271,143,931,222,526,200,,,,375,558,223,335,,,,,,26.0,26.0,27.0,7.0,,1.0,5,,95.0,94.0,0.21,147,147,160,70,cassandra,False
6965,Public Class,org.apache.cassandra.service.StorageService,2.0,2.0,2.0,1.0,17.0,1.0,13.0,2.0,3.0,95.0,95.0,0.0,,3.0,9.0,,,,151.0,16.0,154.0,154.0,4.0,33.0,2.0,115.0,,3088,389,2238,439,1280,491,,,,941,1466,490,976,,,,,,18.0,18.0,21.0,7.0,,2.0,4,,95.0,91.0,0.22,416,416,432,191,cassandra,True
7223,Public Class,org.apache.cassandra.service.TruncateResponseHandler,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,2.0,3.0,3.0,0.0,,0.0,1.0,,,,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,,66,6,41,12,17,20,,,,16,24,12,12,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,50.0,50.0,0.49,7,7,7,4,cassandra,False
7228,Public Class,org.apache.cassandra.service.WriteResponseHandler,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,6.0,6.0,1.0,,2.0,1.0,,,,6.0,1.0,8.0,13.0,0.0,0.0,3.0,5.0,,105,10,72,13,36,23,,,,23,40,14,26,,,,,,7.0,7.0,7.0,1.0,,2.0,2,,50.0,25.0,0.32,21,16,21,8,cassandra,False
7252,Public Class,org.apache.cassandra.streaming.FileStreamTask,3.0,3.0,3.0,1.0,25.0,1.0,19.0,5.0,1.0,22.0,22.0,0.0,,0.0,3.0,,,,8.0,9.0,8.0,10.0,0.0,3.0,2.0,3.0,,253,26,168,40,99,61,,,,78,107,41,66,,,,,,8.0,8.0,8.0,3.0,,2.0,3,,68.0,55.0,0.36,25,25,25,10,cassandra,False
7266,Public Class,org.apache.cassandra.streaming.IncomingStreamReader,4.0,4.0,5.0,1.0,31.0,2.0,26.0,2.0,1.0,28.0,28.0,0.0,,0.0,1.0,,,,4.0,4.0,4.0,4.0,0.0,2.0,0.0,2.0,,154,14,113,26,69,27,,,,56,73,26,47,,,,,,6.0,6.0,8.0,1.0,,1.0,4,,31.0,31.0,0.24,17,17,20,4,cassandra,False
7274,Public Class,org.apache.cassandra.streaming.PendingFile,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,,1.0,1.0,,,,7.0,8.0,8.0,8.0,0.0,0.0,0.0,8.0,,126,18,103,31,50,5,,,,51,76,34,42,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,76.0,54.0,0.05,10,10,10,8,cassandra,False
7287,Public Class,org.apache.cassandra.streaming.ReplicationFinishedVerbHandler,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,2.0,3.0,3.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,13,1,12,4,6,0,,,,5,8,4,4,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.0,2,2,2,1,cassandra,False
7289,Public Class,org.apache.cassandra.streaming.StreamHeader,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,,1.0,3.0,,,,3.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,,90,15,69,24,30,6,,,,35,48,25,23,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,75.0,33.0,0.09,4,4,4,4,cassandra,False
7298,Public Class,org.apache.cassandra.streaming.StreamIn,1.0,1.0,1.0,1.0,13.0,1.0,10.0,2.0,1.0,13.0,13.0,0.0,,3.0,1.0,,,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,52,6,34,13,22,12,,,,14,20,12,8,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,66.0,33.0,0.35,5,5,5,3,cassandra,False
7302,Public Class,org.apache.cassandra.streaming.StreamInSession,2.0,2.0,2.0,1.0,13.0,0.0,11.0,1.0,1.0,17.0,17.0,0.0,,6.0,3.0,,,,10.0,5.0,16.0,29.0,0.0,2.0,1.0,13.0,,256,24,191,40,99,41,,,,71,119,46,73,,,,,,10.0,10.0,10.0,1.0,,2.0,4,,79.0,77.0,0.21,39,39,40,16,cassandra,False
7319,Public Class,org.apache.cassandra.streaming.StreamOut,2.0,2.0,2.0,1.0,15.0,0.0,11.0,3.0,1.0,11.0,11.0,0.0,,5.0,1.0,,,,0.0,0.0,5.0,5.0,0.0,2.0,0.0,3.0,,140,7,63,15,34,70,,,,28,43,18,25,,,,,,3.0,3.0,3.0,3.0,,1.0,2,,40.0,0.0,1.11,11,11,11,7,cassandra,False
7325,Public Class,org.apache.cassandra.streaming.StreamOutSession,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,6.0,6.0,0.0,,7.0,3.0,,,,10.0,2.0,17.0,30.0,1.0,3.0,1.0,12.0,,168,20,112,30,51,36,,,,42,74,34,40,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,67.0,67.0,0.32,29,29,29,17,cassandra,False
7354,Public Class,org.apache.cassandra.streaming.StreamReplyVerbHandler,7.0,4.0,7.0,3.0,43.0,2.0,41.0,0.0,2.0,7.0,7.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,48,3,45,7,31,0,,,,22,27,7,20,,,,,,7.0,4.0,7.0,3.0,,1.0,2,,0.0,0.0,0.0,7,4,7,3,cassandra,False
7366,Public Class,org.apache.cassandra.streaming.StreamRequestVerbHandler,4.0,4.0,4.0,1.0,21.0,2.0,19.0,0.0,2.0,6.0,6.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,47,3,23,7,13,21,,,,9,14,7,7,,,,,,4.0,4.0,4.0,1.0,,1.0,2,,0.0,0.0,0.91,4,4,4,1,cassandra,False
7368,Public Class,org.apache.cassandra.streaming.StreamingRepairTask,1.0,1.0,1.0,1.0,14.0,0.0,12.0,1.0,2.0,11.0,11.0,0.0,,3.0,3.0,,,,5.0,8.0,8.0,8.0,0.0,5.0,0.0,3.0,,290,32,219,61,116,40,,,,103,140,69,71,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,67.0,45.0,0.18,13,13,13,8,cassandra,False
7393,Public Class,org.apache.cassandra.streaming.StreamingService,2.0,2.0,2.0,1.0,11.0,0.0,10.0,1.0,2.0,4.0,4.0,0.0,,0.0,2.0,,,,6.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,98,7,68,15,33,23,,,,24,45,21,24,,,,,,5.0,5.0,5.0,1.0,,1.0,2,,0.0,0.0,0.34,14,14,14,6,cassandra,False
7407,Public Class,org.apache.cassandra.thrift.CassandraDaemon,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,,2.0,6.0,,,,2.0,1.0,4.0,17.0,0.0,0.0,2.0,2.0,,193,15,140,35,81,38,,,,48,65,30,35,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,58.0,41.0,0.27,7,7,7,4,cassandra,False
7416,Public Class,org.apache.cassandra.thrift.CassandraServer,3.0,3.0,3.0,1.0,19.0,1.0,17.0,0.0,2.0,53.0,53.0,0.0,,2.0,5.0,,,,58.0,2.0,60.0,60.0,0.0,17.0,1.0,42.0,,1303,168,1084,258,637,54,,,,477,665,240,425,,,,,,12.0,12.0,14.0,7.0,,1.0,4,,82.0,45.0,0.05,181,180,196,91,cassandra,False
7479,Public Class,org.apache.cassandra.thrift.CustomTHsHaServer,2.0,2.0,2.0,1.0,11.0,0.0,9.0,2.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,7.0,3.0,7.0,7.0,0.0,0.0,4.0,3.0,,304,24,238,45,118,43,,,,86,141,46,95,,,,,,3.0,3.0,3.0,3.0,,2.0,2,,57.0,47.0,0.18,15,15,15,9,cassandra,False
7501,Public Class,org.apache.cassandra.thrift.CustomTNonBlockingServer,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,,16,1,15,5,5,0,,,,5,8,4,4,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,2,2,2,2,cassandra,False
7504,Public Class,org.apache.cassandra.thrift.CustomTThreadPoolServer,3.0,3.0,3.0,2.0,26.0,1.0,18.0,6.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,3.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,,185,20,117,20,59,49,,,,44,63,20,43,,,,,,9.0,9.0,9.0,5.0,,2.0,3,,41.0,41.0,0.42,11,11,11,7,cassandra,False
7516,Public Class,org.apache.cassandra.thrift.TBinaryProtocol,2.0,2.0,2.0,1.0,13.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,78,9,47,11,18,22,,,,16,26,11,15,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,0.0,0.0,0.47,4,4,4,2,cassandra,False
7523,Public Class,org.apache.cassandra.thrift.TCustomNonblockingServerSocket,4.0,4.0,4.0,1.0,24.0,1.0,22.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,,58,4,53,10,25,1,,,,19,28,9,19,,,,,,7.0,7.0,8.0,1.0,,2.0,2,,0.0,0.0,0.02,8,8,9,2,cassandra,False
7526,Public Class,org.apache.cassandra.thrift.TCustomServerSocket,3.0,3.0,3.0,1.0,24.0,1.0,20.0,3.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,5.0,4.0,5.0,5.0,0.0,0.0,1.0,4.0,,148,15,112,19,48,21,,,,33,51,13,38,,,,,,8.0,8.0,8.0,1.0,,2.0,2,,50.0,44.0,0.19,17,17,17,5,cassandra,False
7532,Public Class,org.apache.cassandra.thrift.TCustomSocket,2.0,2.0,2.0,1.0,15.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,9.0,4.0,9.0,9.0,0.0,1.0,0.0,8.0,,176,19,96,15,63,61,,,,43,67,15,52,,,,,,6.0,6.0,6.0,1.0,,2.0,2,,58.0,41.0,0.64,23,23,23,9,cassandra,False
7542,Public Class,org.apache.cassandra.thrift.TFramedTransportFactory,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,9,0,9,3,3,0,,,,3,5,3,2,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.0,1,1,1,1,cassandra,False
7544,Public Class,org.apache.cassandra.thrift.ThriftValidation,4.0,4.0,5.0,1.0,19.0,1.0,17.0,0.0,1.0,23.0,23.0,0.0,,27.0,1.0,,,,0.0,0.0,27.0,27.0,1.0,5.0,0.0,21.0,,582,71,476,58,266,35,,,,136,269,57,212,,,,,,16.0,16.0,17.0,1.0,,1.0,3,,96.0,88.0,0.07,131,129,149,27,cassandra,False
7573,Public Class,org.apache.cassandra.tools.BulkLoader,9.0,9.0,9.0,1.0,55.0,2.0,52.0,2.0,1.0,8.0,8.0,0.0,,1.0,11.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,434,44,354,98,215,37,,,,187,251,106,145,,,,,,9.0,9.0,9.0,1.0,,1.0,5,,0.0,0.0,0.1,9,9,9,1,cassandra,False
7599,Public Class,org.apache.cassandra.tools.GetVersion,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,22,0,5,2,1,17,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,3.4,1,1,1,1,cassandra,False
7601,Public Class,org.apache.cassandra.tools.NodeCmd,7.0,5.0,7.0,2.0,35.0,3.0,30.0,1.0,1.0,16.0,16.0,0.0,,9.0,13.0,,,,17.0,1.0,26.0,26.0,0.0,16.0,0.0,10.0,,1109,140,932,204,629,39,,,,485,646,179,467,,,,,,85.0,42.0,87.0,40.0,,1.0,4,,63.0,57.0,0.04,200,151,205,73,cassandra,False
7644,Public Class,org.apache.cassandra.tools.NodeProbe,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,19.0,19.0,0.0,,0.0,3.0,,,,85.0,16.0,85.0,85.0,0.0,1.0,0.0,84.0,,721,93,560,121,211,69,,,,176,287,123,164,,,,,,5.0,5.0,5.0,3.0,,1.0,2,,92.0,89.0,0.12,113,113,116,91,cassandra,False
7735,Public Class,org.apache.cassandra.tools.SSTableExport,3.0,3.0,4.0,1.0,31.0,4.0,20.0,6.0,1.0,20.0,20.0,0.0,,11.0,6.0,,,,0.0,3.0,11.0,11.0,1.0,5.0,0.0,5.0,,408,67,242,54,157,99,,,,125,166,53,113,,,,,,7.0,7.0,8.0,4.0,,1.0,3,,95.0,84.0,0.41,41,41,44,16,cassandra,False
7747,Public Class,org.apache.cassandra.tools.SSTableImport,4.0,4.0,4.0,1.0,31.0,4.0,22.0,5.0,1.0,17.0,17.0,0.0,,11.0,9.0,,,,0.0,2.0,11.0,11.0,0.0,7.0,0.0,4.0,,500,82,340,76,189,83,,,,151,212,79,133,,,,,,13.0,13.0,14.0,8.0,,1.0,4,,87.0,81.0,0.24,45,45,46,20,cassandra,False
7770,Public Class,org.apache.cassandra.tools.SSTableMetadataViewer,3.0,3.0,3.0,1.0,21.0,2.0,17.0,1.0,1.0,5.0,5.0,0.0,,2.0,0.0,,,,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,,49,5,38,9,23,6,,,,18,25,11,14,,,,,,4.0,4.0,4.0,1.0,,1.0,1,,0.0,0.0,0.16,7,7,7,2,cassandra,False
7773,Public Class,org.apache.cassandra.tools.StandaloneScrubber,10.0,10.0,10.0,2.0,62.0,8.0,50.0,4.0,1.0,17.0,17.0,0.0,,2.0,5.0,,,,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,,242,33,184,46,115,26,,,,92,124,47,77,,,,,,18.0,18.0,19.0,4.0,,1.0,6,,0.0,0.0,0.14,20,20,21,5,cassandra,False
7801,Public Class,org.apache.cassandra.utils.BigLongArray,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,,76,11,41,16,22,24,,,,24,33,17,16,,,,,,4.0,4.0,4.0,1.0,,1.0,1,,37.0,12.0,0.59,9,9,11,4,cassandra,False
7813,Public Class,org.apache.cassandra.utils.BloomFilter,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,5.0,5.0,0.0,,6.0,3.0,,,,6.0,1.0,12.0,15.0,2.0,2.0,0.0,8.0,,131,13,86,25,36,32,,,,32,53,28,25,,,,,,3.0,3.0,3.0,3.0,,2.0,2,,70.0,58.0,0.37,18,18,18,14,cassandra,False
7826,Public Class,org.apache.cassandra.utils.BloomFilterSerializer,2.0,2.0,3.0,1.0,15.0,1.0,11.0,3.0,2.0,4.0,4.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,52,6,38,14,22,11,,,,24,32,18,14,,,,,,3.0,3.0,4.0,1.0,,1.0,2,,0.0,0.0,0.29,7,7,9,3,cassandra,False
7830,Public Class,org.apache.cassandra.utils.BoundedStatsDeque,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,5.0,1.0,5.0,14.0,0.0,0.0,0.0,5.0,,43,5,34,7,9,4,,,,7,15,7,8,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,0.0,0.0,0.12,7,7,7,5,cassandra,False
7836,Public Class,org.apache.cassandra.utils.ByteBufferUtil,1.0,1.0,1.0,1.0,12.0,0.0,8.0,2.0,1.0,4.0,4.0,0.0,,35.0,1.0,,,,0.0,0.0,35.0,35.0,0.0,0.0,0.0,35.0,,499,55,303,58,150,143,,,,118,186,67,119,,,,,,7.0,7.0,7.0,6.0,,1.0,2,,0.0,0.0,0.47,63,63,69,49,cassandra,False
7876,Public Class,org.apache.cassandra.utils.BytesReadTracker,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,18.0,2.0,18.0,18.0,0.0,0.0,0.0,18.0,,128,19,101,32,42,8,,,,44,63,32,31,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,19.0,19.0,0.08,18,18,18,18,cassandra,False
7895,Public Class,org.apache.cassandra.utils.CLibrary,3.0,3.0,3.0,1.0,20.0,1.0,17.0,2.0,1.0,1.0,1.0,0.0,,18.0,15.0,,,,1.0,0.0,19.0,19.0,0.0,5.0,0.0,14.0,,299,35,239,44,121,36,,,,78,116,42,74,,,,,,6.0,6.0,7.0,3.0,,1.0,2,,18.0,18.0,0.15,42,42,43,15,cassandra,False
7909,Public Class,org.apache.cassandra.utils.DefaultDouble,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,,43,4,22,7,5,17,,,,7,12,7,5,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,25.0,25.0,0.77,4,4,4,4,cassandra,False
7914,Public Class,org.apache.cassandra.utils.DefaultInteger,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,5.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,,48,5,26,8,6,17,,,,8,14,8,6,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,19.0,19.0,0.65,5,5,5,5,cassandra,False
7926,Public Class,org.apache.cassandra.utils.EstimatedHistogram,2.0,2.0,2.0,1.0,10.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,15.0,2.0,15.0,15.0,1.0,1.0,0.0,13.0,,226,28,153,40,76,45,,,,77,115,47,68,,,,,,4.0,4.0,4.0,4.0,,1.0,2,,60.0,46.0,0.29,32,32,33,22,cassandra,False
7969,Public Class,org.apache.cassandra.utils.FBUtilities,2.0,2.0,2.0,1.0,12.0,0.0,11.0,1.0,1.0,14.0,14.0,0.0,,38.0,8.0,,,,0.0,0.0,38.0,38.0,0.0,0.0,0.0,38.0,,594,54,471,91,223,69,,,,152,245,95,150,,,,,,6.0,6.0,6.0,5.0,,1.0,3,,96.0,95.0,0.15,86,86,89,44,cassandra,False
8048,Public Class,org.apache.cassandra.utils.GuidGenerator,2.0,2.0,2.0,1.0,13.0,1.0,12.0,0.0,1.0,1.0,1.0,0.0,,4.0,3.0,,,,0.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,,99,10,68,21,45,21,,,,35,46,22,24,,,,,,3.0,3.0,3.0,1.0,,1.0,2,,87.0,75.0,0.31,8,8,8,4,cassandra,False
8053,Public Class,org.apache.cassandra.utils.HeapAllocator,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,2.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,,30,2,9,4,2,19,,,,2,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,2.11,2,2,2,2,cassandra,False
8056,Public Class,org.apache.cassandra.utils.Hex,3.0,3.0,3.0,1.0,18.0,1.0,14.0,2.0,1.0,0.0,0.0,0.0,,4.0,3.0,,,,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,120,10,81,16,44,29,,,,37,55,19,36,,,,,,5.0,5.0,5.0,1.0,,1.0,2,,0.0,0.0,0.36,13,13,14,4,cassandra,False
8078,Public Class,org.apache.cassandra.utils.IntervalTree.IntervalNode,3.0,3.0,3.0,1.0,14.0,0.0,14.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,5.0,7.0,5.0,5.0,0.0,0.0,0.0,5.0,,90,8,81,21,46,1,,,,35,56,25,31,,,,,,4.0,4.0,4.0,1.0,,1.0,2,,71.0,62.0,0.01,16,16,17,5,cassandra,False
8092,Public Class,org.apache.cassandra.utils.LatencyTracker,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,7.0,6.0,7.0,7.0,0.0,0.0,0.0,7.0,,61,7,50,16,22,4,,,,20,29,16,13,,,,,,1.0,1.0,1.0,1.0,,1.0,1,,71.0,61.0,0.08,7,7,7,7,cassandra,False
8100,Public Class,org.apache.cassandra.utils.LegacyBloomFilter,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,4.0,4.0,0.0,,6.0,3.0,,,,9.0,1.0,15.0,18.0,4.0,1.0,0.0,10.0,,159,16,105,31,44,38,,,,41,66,35,31,,,,,,3.0,3.0,3.0,3.0,,2.0,2,,70.0,56.0,0.36,22,22,22,17,cassandra,False
8116,Public Class,org.apache.cassandra.utils.LegacyBloomFilterSerializer,1.0,1.0,1.0,1.0,8.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,31,2,25,8,9,4,,,,7,12,7,5,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.16,4,4,4,3,cassandra,False
8159,Public Class,org.apache.cassandra.utils.MerkleTree,2.0,2.0,2.0,1.0,15.0,1.0,10.0,4.0,2.0,13.0,13.0,0.0,,3.0,6.0,,,,19.0,6.0,22.0,22.0,4.0,4.0,0.0,14.0,,910,105,608,165,299,198,,,,251,381,160,221,,,,,,8.0,8.0,13.0,6.0,,1.0,2,,75.0,68.0,0.33,52,52,62,36,cassandra,False
8239,Public Class,org.apache.cassandra.utils.MurmurHash,8.0,4.0,8.0,5.0,54.0,9.0,45.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,139,19,93,19,70,27,,,,56,66,20,46,,,,,,10.0,6.0,10.0,9.0,,1.0,2,,0.0,0.0,0.29,16,9,16,10,cassandra,False
8242,Public Class,org.apache.cassandra.utils.Mx4jTool,2.0,2.0,2.0,1.0,17.0,1.0,15.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,,66,6,50,14,30,10,,,,25,31,14,17,,,,,,3.0,3.0,3.0,3.0,,1.0,1,,0.0,0.0,0.2,6,6,7,5,cassandra,False
8246,Public Class,org.apache.cassandra.utils.NodeId,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,2.0,5.0,5.0,0.0,,9.0,2.0,,,,7.0,1.0,16.0,16.0,0.0,2.0,0.0,14.0,,242,33,166,51,61,44,,,,60,96,46,50,,,,,,3.0,3.0,4.0,3.0,,1.0,1,,62.0,31.0,0.27,19,19,20,18,cassandra,False
8301,Public Class,org.apache.cassandra.utils.PureJavaCrc32,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,,0.0,8.0,,,,5.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,,616,10,561,28,539,45,,,,24,32,20,12,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,19.0,0.0,0.08,7,7,7,5,cassandra,False
8307,Public Class,org.apache.cassandra.utils.ResourceWatcher,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,40,3,37,11,13,0,,,,13,20,11,9,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.0,1,1,1,1,cassandra,False
8312,Public Class,org.apache.cassandra.utils.SemanticVersion,3.0,3.0,4.0,2.0,15.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,,3.0,2.0,,,,8.0,5.0,11.0,11.0,0.0,4.0,0.0,7.0,,205,25,153,33,91,30,,,,64,105,33,72,,,,,,12.0,12.0,13.0,11.0,,1.0,3,,41.0,38.0,0.2,41,41,49,30,cassandra,False
8324,Public Class,org.apache.cassandra.utils.SimpleCondition,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,9.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,,60,10,49,12,16,1,,,,15,27,12,15,,,,,,2.0,2.0,7.0,1.0,,1.0,1,,33.0,33.0,0.02,11,11,16,9,cassandra,False
8334,Public Class,org.apache.cassandra.utils.SkipNullRepresenter,2.0,2.0,2.0,1.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,30,0,13,2,4,17,,,,2,5,2,3,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,1.31,2,2,2,1,cassandra,False
